,Unnamed: 0,qid,question_text,target
3785,3785,00bd0976c1a39a8a0c17,Does the kinship between humans and bonobos explain why a lot of humans seem obsessed with sex?,1
3796,3796,00bd7c63908376063057,Do people meet up to lose their virginity here?,1
3797,3797,00bd7c65e32ecde66383,"Would it be illegal for Armenians, Greeks and Kurds to deport Turks back to their homeland of Mongolia? Would Mongolia accept such a large population deportation and would Turks be happy to return to their homeland?",1
3823,3823,00bed20cafd136e09595,Is Pakistan cancer for mankind?,1
3836,3836,00bfc72c199a390ccf37,Does Donald Trump know he's an asshole?,1
3861,3861,00c0ecbfd9f9b473296c,Why was Allah so cruel to 6-year-old Ayesha and make her a bride to a 52-year-old man?,1
3864,3864,00c1056292bb09c267e7,Why are African Americans either victims or the criminal? Why can they be something in-between? Or normal people?,1
3875,3875,00c1cdf91d2527663d0e,Can Indians ever overcome their colonial hangover of fair skin obsession?,1
3883,3883,00c24ce9448e68e57bb4,Are (Asian) Indians in the USA - bad tippers?,1
3936,3936,00c4e7f891c09ea606c6,"Wouldn't ""Trump And The Attack Of The Bowling Ball"" be a good title for the upcoming movie or do you have one of your own?",1
3972,3972,00c6da623540ba7d0a9d,"What would have to be proven to show that Cohen is guilty of influence peddling, a crime? Any more than is already a matter of public record?",1
3990,3990,00c7944336ff6de178ee,Why are white girls obsessed with Muslim and ethnic guys?,1
3996,3996,00c7fbcb0495b64ed7c2,"If Donald Trump pardons himself, would that count as an admission of guilt and make it easier for the state attorney general to prosecute on related but not identical charges?",1
3997,3997,00c80237afa7d5f866d9,Why do girls become Fat after marrige?,1
4033,4033,00c9f8db564939018ea5,How can I seduce with my widow mom?,1
4036,4036,00ca25c49de3b76cfdbf,"Why is it that only Muslims are having problems with India, while the Sikhs, Jews, Buddhists, Christians, and Zoroastrians are living peacefully?",1
4037,4037,00ca2abbf7eae07b83ec,Would Superman be stronger with darker skin?,1
4066,4066,00cba6bbc30c962e8c2d,Why is Quora filled with feminists?,1
4072,4072,00cbf9615c48d72f368b,Are brothers smarter than sisters?,1
4076,4076,00cc31a69d6542e0944c,Should Muslims hide their religion?,1
4083,4083,00cc8173e3c8a2a5c3fd,Can asperger's recognise sarcasm in relationships?,1
4109,4109,00cdea34c83cf1dc5803,Why does Quora support Islamist and terrorist users?,1
4112,4112,00ce2046f3556712d9df,Why Indian women don't ask foreign men for dick pics even though Indian men ask foreign women for boob and vagena pic?,1
4135,4135,00cf1dc5abfade8715c7,"Why do black people continue to perpetuate racism by referring to themselves as ""African Americans"" when in fact most have little to no relation to Africa.?",1
4153,4153,00cffa2260eec1098c5e,"Do people with ASPD (psychopathy) find it easy to spot others who have ASPD? If so, do they believe Hillary Clinton has ASPD?",1
4155,4155,00d00ff1b98fb088d27c,I am very emotional and cry in joy every time I realize Trump is our President. What are liberals going to do about this?,1
4157,4157,00d01b6d31491bf7b2c8,When do you say “enough lies” to Trump? He lies like he breathes.,1
4162,4162,00d055a3e6ccc6eded76,"Since the rich people are from democratic places like Silicon valley or Manhattan anyway, can’t they just write extra cheques to the IRS after Trump's tax cut, or will the IRS refuse to take the money?",1
4222,4222,00d30a8c342c1dabf0d0,Why do Indians take pills without medication?,1
4227,4227,00d33c6d1002197176d8,"Why do other people have political or religious beliefs that differ from yours? Are they underinformed, brainwashed, innocent victims of an intellectual blind spot, or something else entirely?",1
4258,4258,00d4c832eb299f59a918,Do Democrats realize that Robert E Lee was not Asian?,1
4268,4268,00d50fda0c8f2b08e8b3,When will Mueller complete his investigation so president Trump can resign and focus on running his businesses?,1
4269,4269,00d510cc16505e49a33f,What are the reasons behind crime other than not believing in God or lacking the fear of God?,1
4300,4300,00d69e7fcabd732a1bd8,Why do liberals think that everyone just wants to be equal?,1
4332,4332,00d85ab9c23c8bd47d58,"Why do Liberals hate White nations staying White? For example, Liberals are angry at Poland for not wanting to ""diversify"" their nation. Why is this?",1
4352,4352,00d9527d0cb3c4338279,Did Narendra Modi block the nomination of Arvind Kejriwal for the Nobel Peace Prize?,1
4359,4359,00da0bc7b1e3f6672206,How can I make my daughter get an abortion?,1
4366,4366,00da8406d8c413f47357,My name is Roj Hilata. Will this be a problem in India where I will be moving to study?,1
4373,4373,00dac18846cba2024bfa,Could Obama go to prison if it is determined that he had Trump wiretapped illegally?,1
4438,4438,00de72658546bb48a19e,Why are rohingyan Muslims coming to India despite of China sharing closer neighborhood to them?,1
4447,4447,00df0e17c0de8d326227,Do some atheists feel guilty about indoctrinating their children with atheism and not giving them hope and a moral compass?,1
4451,4451,00df34daff54eef050f7,What is it like to be a gay in IIT Madras?,1
4466,4466,00e0528a482fc4dd634f,"How can we get rid of the liberal ""deep state"" so that we can further advance the Trump agenda and MAGA?",1
4469,4469,00e05ccff4d86ad02384,What are some silly/childish things done by Indian Facebook users?,1
4485,4485,00e13dc6e72744b90b58,What if Donald Trump and Adolf Hitler teamed up with Thanos in Infinity War?,1
4488,4488,00e1488deeac895a2af0,Why can't liberals be more thick-skinned and politically incorrect like conservatives?,1
4546,4546,00e4093a2b9ba80ddcd1,Would a restaurant in an American city that gave out free meals to the homeless go bankrupt? CNN had this story about a Canadian Halal restaurant that does just that. But aren't Canadians less selfish and more communal than Americans?,1
4548,4548,00e40a076375a847aca4,How does letting illegal immigrants into the USA solve anything?,1
4552,4552,00e41f749d0e024a06cd,Who are the people who killed by Modi?,1
4579,4579,00e54f9021fe72662764,Is PragerU a right-wing propaganda?,1
4593,4593,00e60b836e7c02091542,"If Donald Trump is such a bad person to have as a President, how come there has not been one single person to step up with superior alternative/challenging policy proposals?",1
4600,4600,00e64dd570c397f60dc8,Why do rightists think that turning India into a totalitarian Hindu theocracy will make India a world power?,1
4601,4601,00e650e1dc8d349bdfac,"Why wouldn't people realize that racism is just a myth and more so a propaganda, because physically attractive Asians, blacks and Hispanics never get discriminated against?",1
4672,4672,00e915e29c1cfc7561ba,"Why do Japanese people still distort their sinful, inhuman war atrocity?",1
4693,4693,00e9f9017084f0a18cc2,"In India, boys propose a girl and even if the boy is good natured and may even be a friend most of the girls reject and finally get married to unknown man. Why do they do this? Don't they have self-respect or something else?",1
4698,4698,00ea29966c182faf5c21,Do Indian Muslims vote only those political party who appease them disregarding India's interest?,1
4702,4702,00ea3f2a3d32368864b7,"Will I make America a better place and crime free if I lock up all of the people who suck at interacting with others, and suck at being able to pay for life’s necessities?",1
4754,4754,00ec8f0ad4eef1d996eb,Why is the average IQ of Muslim countries lower than that of Christian and atheist countries? Is it because of genetic or else religious cause?,1
4767,4767,00ecf452e424457894d9,Why suddenly people are trolling south Delhi girls? Are south Delhi girls are really idiots or trolls just become more bigots?,1
4798,4798,00eed3f633c542e252ab,Will Muhajirs be able to defame Pakistan further?,1
4849,4849,00f153a0bc809bf75a7c,What if white people were aliens?,1
4854,4854,00f1a06ea64e0e887428,Should general category stop giving there taxes until and unless caste based reservation is not removed?,1
4855,4855,00f1ac879f33523d97d0,What is the career path for an evil dictator in subsaharan Africa?,1
4858,4858,00f1b272acfa4ff5a907,How can a vicious warlord and child molester Muhammad be considered by Muslims as a paragon and the greatest of men? Is Islam an ideological sect devoted to submission to him?,1
4860,4860,00f1d35a49120f1a74ba,How many ladies like doggystyle sex?,1
4900,4900,00f3deadcf707d509280,"Did England and France gift Mongolian Gypsies (Turks of Turkey) Greek, Kurdish, and Armenian land to stop them from spreading into Europe? There are currently 8 million Mongolian Gypsies in Europe?",1
4903,4903,00f431d2eb479b7a0cff,Why don't we deport Obummer?,1
4907,4907,00f456b94692c01030af,"Why do Indians honk incessantly and indiscriminately in traffic. So uncivilized, of a human race. Why can't they just be like foreigners?",1
4920,4920,00f52e71a88f998003e0,"(WARNING: Anonymous troll!) Do progressives not understand that a gunman facing a resource officer shooting at him, who chooses to take his own life, is equivalent to the resource officer killing the gunman? Do they think the killer wouldn't have …",1
4933,4933,00f5c81e7e41b8198537,Is it fair to say that Democrats talk about environmentalism to obscure their hatred of industrial workers and miners?,1
4961,4961,00f706c7e66018717146,What is the moral justification for Britain to occupy the Falklands and not return them to Argentina?,1
4967,4967,00f75cec950f2724c1a4,"Optimism is the most delicate of emotions. Can today's youth throw off the old hell, fire and brimstone saddlebags of believable lies preached by climate change catastrophists and reach for the stars? Fight the blindfold.",1
4969,4969,00f77749e1220df986a8,Why is the Hulk so crappy and fat?,1
4992,4992,00f80626323a4035520d,Why are Bengalis so intelligent than other groups?,1
4998,4998,00f87c467806bcb7e3e7,"My 20 month old daughter throws her dinner plate after every meal, how should I discipline her and get it to stop?",1
5001,5001,00f892cd5a3264ca98a0,Why Indians hate or do not believe NRIs about their love to India?,1
5002,5002,00f8984580c6b365d3b6,Why are white Men so hesitant to marry Black Women but seem to have no problem sleeping with them?,1
5044,5044,00fab5bf312809d3139c,"Why do boring, normal people hate weirdos? Weirdos are colourful and original. Normal people are lemmings, too scared to stand out. Why the animosity towards those amazing weirdos?",1
5063,5063,00fbf87480cc245433e7,Should we ask the PLA to nuke the world if any westerner badmouths China?,1
5068,5068,00fc3f24ff23605eca20,Are Chinese Indonesians slobs or snobs?,1
5070,5070,00fc5f41da08f4964941,How rapist in India are Muslims?,1
5099,5099,00fddd0eb9bd4a769459,"Do koren boys like Muslim girls (not Arab ones and not black skinny… an ""Europe"" one or smth?",1
5103,5103,00fe1332b565c7660f4e,Does the Chinese nationalism disgust you?,1
5116,5116,00fec2e4d58e670dd6e1,"An Israeli friend has said to me that ""liberals are the cause of all the problems in Israel and in the US.How shall I answer him?",1
5129,5129,00ff71188f410f2ec635,Is a toilet a swimming pool?,1
5137,5137,00ff99546c727faddd53,Why are Rohingya Muslims uneducated?,1
